date,lat,lon,HCHO,NO2,CO,aerosol_index,temp,RH,wind_speed
2023-11-01,6.0,68.0,5.269372138770801e-05,4.1439289924866904e-05,0.018400843580884955,0.5327785671188825,33.3,44.4,3.4
2023-11-01,6.0,68.5,3.937759013828691e-05,4.4063753934058394e-05,0.018243509885446516,0.22083350237686553,35.0,55.4,2.5
2023-11-01,6.0,69.0,4.767591187051386e-05,3.827448664470727e-05,0.02079227479120665,0.2119461452901339,33.2,52.9,2.4
2023-11-01,6.0,69.5,5.054199983124572e-05,3.8742520956255764e-05,0.023873427978954465,0.3072399722638231,33.3,43.9,3.6
2023-11-01,6.0,70.0,5.405932492597459e-05,3.822592453580902e-05,0.01530006952383222,0.4980049148316791,34.7,54.3,3.0
2023-11-01,6.0,70.5,5.372043975210304e-05,4.2107765365339616e-05,0.019776387243417543,0.13101210013262563,33.9,63.0,2.4
2023-11-01,6.0,71.0,5.634715064632604e-05,4.134443646622921e-05,0.021188813912610138,0.384007766786336,33.6,64.4,2.7
2023-11-01,6.0,71.5,5.120229271275792e-05,4.066686122932492e-05,0.02267619931046365,0.4147708139736949,33.0,55.2,3.1
2023-11-01,6.0,72.0,5.455422372365227e-05,4.2000985568512575e-05,0.017622925147239593,0.3201245422189901,34.1,65.2,2.3
2023-11-01,6.0,72.5,4.699762949281346e-05,3.759629737217291e-05,0.022098601077681853,0.31278337959360847,32.3,66.6,4.6
2023-11-01,6.0,73.0,3.924717698942599e-05,4.000504189971507e-05,0.02147291903946432,0.12695328932787908,32.5,73.6,3.5
2023-11-01,6.0,73.5,5.7454564444484536e-05,4.369574938774054e-05,0.021968585009834823,0.521055915720636,32.8,59.5,2.4
2023-11-01,6.0,74.0,4.552350116737412e-05,3.959981754207475e-05,0.022300996555267343,0.29059932684554945,31.9,61.8,2.7
2023-11-01,6.0,74.5,3.892423935508421e-05,4.085446647055572e-05,0.023915708377182123,0.27211604660583544,32.8,55.8,2.2
2023-11-01,6.0,75.0,5.067664941611599e-05,3.7644445783192404e-05,0.01711364657848298,0.1102037972844093,33.4,60.0,2.6
2023-11-01,6.0,75.5,4.828171295035298e-05,3.8821134708664335e-05,0.018773621528859252,0.29019998952378795,31.1,49.7,2.3
2023-11-01,6.0,76.0,5.1763886820767915e-05,4.390853024639591e-05,0.021076106183680096,0.17031479089398568,31.7,52.8,2.9
2023-11-01,6.0,76.5,4.149784124732085e-05,4.34502775034123e-05,0.015754316938159024,0.12040114965342902,34.8,48.8,2.8
2023-11-01,6.0,77.0,4.646416124633015e-05,4.134754990074882e-05,0.015840952344959705,0.6705961656827755,32.1,37.6,2.2
2023-11-01,6.0,77.5,4.571654429486693e-05,4.375994711428052e-05,0.022713249905543218,0.46973352310987027,33.3,40.5,2.2
2023-11-01,6.0,78.0,4.5236011500616904e-05,4.2231084838404174e-05,0.016306133584004387,0.18182721138058763,35.2,43.1,2.9
2023-11-01,6.0,78.5,4.303202461639812e-05,3.697042257641111e-05,0.017629262055165632,0.1441401494799006,34.2,45.6,2.4
2023-11-01,6.0,79.0,3.927230998293211e-05,3.779252949723246e-05,0.020402418226666465,0.4658196311316053,33.4,42.0,3.0
2023-11-01,6.0,79.5,4.101777938020209e-05,3.876784133433566e-05,0.022612014816698955,0.09253258019893337,34.5,41.3,3.0
2023-11-01,6.0,80.0,4.831281726191548e-05,3.5177708911574034e-05,0.01826822613774857,0.012927037133441899,31.7,53.1,2.9
2023-11-01,6.0,80.5,4.658250940153816e-05,3.739588571465895e-05,0.01645126049577479,0.2699010840722868,32.6,56.3,4.2
2023-11-01,6.0,81.0,5.187043843674402e-05,4.000592572398586e-05,0.021396732855278117,0.19303936129532095,33.1,56.5,2.4
2023-11-01,6.0,81.5,4.758587610688585e-05,4.3734620327433055e-05,0.015921135055332377,0.3944575912407119,33.1,63.1,3.1
2023-11-01,6.0,82.0,4.4031288888841396e-05,3.5210606603018206e-05,0.022861308240831643,0.10728318703639717,33.2,62.2,3.1
2023-11-01,6.0,82.5,5.0833800388480265e-05,4.430260287964699e-05,0.024452052736910906,0.5070164925861352,32.6,67.7,2.3
2023-11-01,6.0,83.0,4.7443965237016616e-05,4.041643978185221e-05,0.02141465699245574,-0.17236200679887848,34.9,65.6,4.3
2023-11-01,6.0,83.5,4.6891825982043425e-05,3.886472674393512e-05,0.01734241135688119,0.18930998576069208,33.3,60.6,4.1
2023-11-01,6.0,84.0,4.825059800186248e-05,4.0076164214004076e-05,0.018535135169742877,0.43662669645966257,33.3,61.3,3.5
2023-11-01,6.0,84.5,4.725607414404349e-05,3.6833586809656894e-05,0.015190679830506554,0.46630571323018544,31.9,56.0,2.2
2023-11-01,6.0,85.0,5.1352751277936386e-05,4.252386827838745e-05,0.02244087904528714,0.43989017397366803,34.8,60.9,2.1
2023-11-01,6.0,85.5,4.41224853041585e-05,3.566339461646478e-05,0.02484219743450472,0.4401827327600061,34.1,58.9,2.7
2023-11-01,6.0,86.0,4.403723515760389e-05,4.361615810825771e-05,0.021461037288086175,0.4639619166797918,34.6,49.6,3.1
2023-11-01,6.0,86.5,4.686837743117754e-05,3.817630701891252e-05,0.020167091868199073,0.37819533064969785,33.9,49.0,4.1
2023-11-01,6.0,87.0,5.229920138480301e-05,4.2451593387512985e-05,0.020370002941755328,0.3708567501552055,33.9,53.5,2.5
2023-11-01,6.0,87.5,5.7121237623299276e-05,4.385543255376747e-05,0.01868452326140216,0.5013430616293855,33.7,41.3,2.4
2023-11-01,6.0,88.0,3.9154536110658334e-05,4.262191971644616e-05,0.022237523289755173,0.31584293447875805,32.4,38.2,3.1
2023-11-01,6.0,88.5,5.489405625558584e-05,3.935070691179022e-05,0.020068352332636822,0.3831987648463237,33.1,35.0,2.3
2023-11-01,6.0,89.0,4.37027028548795e-05,3.508457501591447e-05,0.023000252773650212,0.16526452335645395,33.3,49.1,2.6
2023-11-01,6.0,89.5,4.93828739641524e-05,3.700488699748471e-05,0.015192283013997332,0.5834401041902326,33.3,40.5,3.1
2023-11-01,6.0,90.0,4.710298070643364e-05,4.384324572560016e-05,0.02303963719132346,0.5530652192303653,32.6,43.9,2.7
2023-11-01,6.0,90.5,5.289329645683516e-05,4.046593296005376e-05,0.016526140659742967,0.4139132483144552,33.9,32.1,3.5
2023-11-01,6.0,91.0,5.313962825825192e-05,3.685840438146076e-05,0.021573459355911522,0.10813031333644474,33.8,28.9,3.2
2023-11-01,6.0,91.5,4.885038590472123e-05,3.94520026915394e-05,0.023073234972843595,0.25688649103910854,32.2,23.2,2.4
2023-11-01,6.0,92.0,4.333868039059361e-05,4.21091693015299e-05,0.02362455743227456,0.4024547406645232,34.8,18.9,2.5
2023-11-01,6.0,92.5,4.46930461155387e-05,3.788102369358941e-05,0.023491413322714018,0.3026085258324775,32.3,15.0,2.2
2023-11-01,6.0,93.0,3.85505628124874e-05,4.490460351399488e-05,0.01717064730846067,0.2864744109747156,32.3,23.9,2.7
2023-11-01,6.0,93.5,5.344215998468192e-05,4.459065760686886e-05,0.018685991723708367,0.20913019723004178,32.4,15.9,2.2
2023-11-01,6.0,94.0,4.4806964967830065e-05,3.674057617981264e-05,0.02298290880066014,0.237799787448231,32.8,15.1,3.0
2023-11-01,6.0,94.5,5.407195014650545e-05,4.106403568834831e-05,0.016315072853962817,0.508076830906998,34.3,24.9,2.2
2023-11-01,6.0,95.0,4.4072882531863745e-05,3.874722208506203e-05,0.02421168162479847,0.39834051970744316,35.1,15.0,2.9
2023-11-01,6.0,95.5,5.6432628732058723e-05,3.680704750854809e-05,0.015031225231074967,0.40773206320114025,32.4,15.0,2.4
2023-11-01,6.0,96.0,5.4036890274827196e-05,3.501201477330068e-05,0.017097916918197918,0.3154022016379173,34.3,15.0,2.7
2023-11-01,6.0,96.5,3.854071814972114e-05,3.7435839264128236e-05,0.017155119504987125,0.6165944069767844,33.4,15.0,2.4
2023-11-01,6.0,97.0,4.655101877137775e-05,3.543234018959355e-05,0.023763195206136435,0.5021962448401768,34.3,15.0,2.2
2023-11-01,6.0,97.5,5.4929859274758466e-05,3.773538773702911e-05,0.015940966437244384,0.32934810327634156,34.3,15.0,2.6
2023-11-01,6.0,98.0,4.714367030827567e-05,3.978366803673862e-05,0.01923735115849373,0.2785148410738157,35.3,15.0,2.8
2023-11-01,6.5,68.0,5.577106467761054e-05,4.302692116999023e-05,0.016884119545212867,0.4267316048928995,33.0,44.7,2.6
2023-11-01,6.5,68.5,4.5704023477968465e-05,4.296622393709792e-05,0.016109220909815185,0.28043235576847675,33.8,50.6,3.0
2023-11-01,6.5,69.0,4.630389082826089e-05,4.266670514680134e-05,0.01993161276612378,0.5458096613684454,35.6,53.6,2.7
2023-11-01,6.5,69.5,5.737080725131986e-05,4.2821592551196e-05,0.023796496264529513,0.4258780212878133,32.6,51.0,2.6
2023-11-01,6.5,70.0,4.548461050081431e-05,3.78407114060054e-05,0.017905037065901706,0.4744596773005504,33.7,58.8,2.7
2023-11-01,6.5,70.5,5.0509679826398165e-05,4.06307986393851e-05,0.023624203681937288,0.395238014676538,34.2,71.6,3.4
2023-11-01,6.5,71.0,4.2615731547027556e-05,4.3227964125497406e-05,0.02055904172356816,0.5697382132884948,34.4,59.8,2.9
2023-11-01,6.5,71.5,5.705157511210073e-05,4.112873417054978e-05,0.01547973020086901,0.4090778805909038,33.1,64.4,3.6
2023-11-01,6.5,72.0,4.734609851756945e-05,3.8438230153431226e-05,0.015480462962401038,-0.02103616967182098,34.9,66.1,3.6
2023-11-01,6.5,72.5,4.417488906766945e-05,3.851549623674449e-05,0.021916009972848,0.4064240630982907,30.3,80.3,2.6
2023-11-01,6.5,73.0,4.9437013162423145e-05,4.319538775634849e-05,0.02144868561568836,0.3621266016691476,33.5,58.2,2.8
2023-11-01,6.5,73.5,4.619707516553227e-05,4.002400621575396e-05,0.02432964440863824,0.4094213652596985,33.9,69.9,2.5
2023-11-01,6.5,74.0,5.092034855839833e-05,4.48862298000228e-05,0.022872996424538477,0.3327303945341027,34.0,65.5,2.6
2023-11-01,6.5,74.5,3.9291581975094425e-05,3.698104676057057e-05,0.021611206998728205,0.2753365896624052,34.8,56.8,2.3
2023-11-01,6.5,75.0,4.515202683278672e-05,3.7638792521450736e-05,0.017258279694357854,0.26344558743330854,33.3,52.8,2.9
2023-11-01,6.5,75.5,4.931441809770777e-05,3.600411989277885e-05,0.02423847646401277,0.42430021652056304,33.5,57.8,4.6
2023-11-01,6.5,76.0,5.429355193038042e-05,3.95280024190869e-05,0.02368997050834922,0.27983165800271487,33.7,52.2,3.0
2023-11-01,6.5,76.5,4.024201097252913e-05,3.573912120426696e-05,0.023914136748392375,0.1517367208081716,33.2,52.7,2.3
2023-11-01,6.5,77.0,4.630784276371656e-05,4.490913151131851e-05,0.021261590160224036,0.43484711757561967,33.0,48.6,3.0
2023-11-01,6.5,77.5,4.7383611776751684e-05,4.08725073868796e-05,0.016719975864127882,0.16854888886240324,34.4,42.4,3.2
2023-11-01,6.5,78.0,4.414414206892149e-05,4.450908494549508e-05,0.02387310774195859,-0.040803642189285894,33.3,43.6,2.5
2023-11-01,6.5,78.5,5.6236541325953635e-05,3.7214928042106975e-05,0.015246577776504299,0.4863141437855366,33.2,44.8,2.6
2023-11-01,6.5,79.0,4.735616210203316e-05,3.6695518506683695e-05,0.0207813737219198,0.15411466171107682,33.4,46.2,2.7
2023-11-01,6.5,79.5,4.5832047973968295e-05,4.354777933279544e-05,0.021708222071826256,0.3684744557813155,33.8,57.1,2.3
2023-11-01,6.5,80.0,4.072761778773017e-05,4.1981317989945034e-05,0.019867633998809784,-0.0018926690118987732,32.1,52.0,4.0
2023-11-01,6.5,80.5,3.919982614377488e-05,3.786291449432003e-05,0.01990237868776768,0.2085248302592792,33.2,47.6,3.3
2023-11-01,6.5,81.0,5.541614726122146e-05,4.068500314371626e-05,0.020291034590056736,0.06223516661393719,34.8,55.3,2.3
2023-11-01,6.5,81.5,4.180797423035103e-05,4.058925751377937e-05,0.023620423527010107,0.6364477703759047,33.7,66.4,3.1
2023-11-01,6.5,82.0,5.5593709955487026e-05,3.7256647078918345e-05,0.017520315453287725,0.044283222597426675,33.2,63.9,2.9
2023-11-01,6.5,82.5,5.573790821762901e-05,4.4266834515177406e-05,0.022496663475553298,0.5106191164124195,32.5,69.8,4.2
2023-11-01,6.5,83.0,5.748160041349895e-05,3.6426296304070316e-05,0.017502156934254134,0.28605703611037664,32.5,65.0,2.4
2023-11-01,6.5,83.5,4.4090622566005834e-05,3.8222354898338827e-05,0.022164985801170635,0.09853766427676292,34.1,69.3,2.9
2023-11-01,6.5,84.0,3.936363012935178e-05,4.493609294185906e-05,0.020151766241104884,0.3042906393225552,32.3,66.7,2.8
2023-11-01,6.5,84.5,4.7787979404709144e-05,3.7440613980913685e-05,0.020488849624509305,0.22870509506480963,33.5,65.0,3.0
2023-11-01,6.5,85.0,4.449001013017354e-05,3.562842747831772e-05,0.02442797063115305,0.22465788079118693,33.1,52.7,3.3
2023-11-01,6.5,85.5,4.559829407738252e-05,4.0079602214805896e-05,0.02379451667212781,0.29875092290743266,33.8,62.0,3.1
2023-11-01,6.5,86.0,4.7517754792778314e-05,4.2543331468023875e-05,0.01802353339709576,0.18212432790809507,32.6,50.8,3.3
2023-11-01,6.5,86.5,4.636499835061982e-05,4.4526437017310334e-05,0.022005973183646537,0.09593972291960573,33.0,45.3,2.2
2023-11-01,6.5,87.0,5.5846466546423124e-05,3.86497120463396e-05,0.022947225702422053,0.4781301281597634,34.1,60.2,2.3
2023-11-01,6.5,87.5,3.9714389089285584e-05,4.246566556833268e-05,0.016253269648289482,0.10104246262161576,33.3,42.3,3.2
2023-11-01,6.5,88.0,4.003837872460831e-05,4.2852228389776284e-05,0.019841213208450705,0.281927128631054,33.6,48.3,2.4
2023-11-01,6.5,88.5,3.935003184043999e-05,4.4716388606323515e-05,0.021651378576919213,-0.11127796680139773,33.6,35.2,3.1
2023-11-01,6.5,89.0,4.7966199895216246e-05,3.6364415609267114e-05,0.023283924259073698,0.17890487586787251,33.6,42.7,3.1
2023-11-01,6.5,89.5,5.026681794772906e-05,4.377686672744669e-05,0.02075953073798965,0.14514910228243225,33.5,35.8,2.9
2023-11-01,6.5,90.0,4.64994758059066e-05,3.8050284246446425e-05,0.01795885054304547,0.09763885300985706,34.4,43.1,2.5
2023-11-01,6.5,90.5,5.640181868451976e-05,3.63422023694224e-05,0.02155762764546665,0.440842873574564,34.8,27.7,2.8
2023-11-01,6.5,91.0,3.9067532712610905e-05,3.8078519536945566e-05,0.016168717315714416,0.19035572173563847,33.3,29.8,2.3
2023-11-01,6.5,91.5,5.504592527140004e-05,3.834798018544394e-05,0.015352049602737148,0.2830155396912791,33.7,22.4,3.5
2023-11-01,6.5,92.0,4.035615294256908e-05,4.370680345756792e-05,0.018881684018329438,0.4598472307194066,33.8,24.7,3.6
2023-11-01,6.5,92.5,5.746330913301691e-05,4.142972760370633e-05,0.02332601095731342,0.3353011391018436,33.4,19.5,3.6
